"No DESIGNATION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"223461806","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ $GM$ CP laisse mevo au 0634084618 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$ /GEM//Le client doit poser une nouvelle gaine de l arrivee t l phonique ju","","\\$GM$ CP  laisse mevo au 0634084618  a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: PF-Passage en faux plafond#/Le client doit poser une nouvelle gaine de l'arrivee t  l  phonique jusqu'a la place de la prise /DAE NA/Non   ligible au DAE\$GM$$GM$ CP  laisse mevo au 0634084618  a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: PF-Passage en faux plafond#/Le client doit poser une nouvelle gaine de l'arrivee t  l  phonique jusqu'a la place de la prise /DAE NA/Non   ligible au DAE\\"
"298747569","","DMS","/DMS/#PTO_non existante#/Passage de c cble en souterrain et fa ade   pose de la pto   soudure au PB   services ok . #alignement au pm : t te 2 / A19 ./DAE OK/","","\\$GM$  INTERVENTION EN COURS \"
"297761835","","DMS","/DMS/#PTO_non existante#/DAE OK/. Prod en aerien 95m ok. Pto salon vu avec client. Tout est fonctionnel","","\\/GEM/#LITIGE: MC-Besoin nacelle#/Besoin de nacelle reseau a  rien /DAE NA/Non   ligible au DAE  Obtenu Mme Deloye au 0671807863 le 07/04 a 14h42   repris RDV le 10/04 entre 10h   14h / $APTE$\$GM$ Obtenu Mme Laloye au 0671807863  le 11/04 a 15h03   repris RDV le 14/04 entre 08h   11h / $APTE$\$GM$Situation: RV:Rendez-vousrepris - $GM$ Obtenu Mme Laloye au 0671807863  le 11/04 a 15h03   repris RDV le 14/04 entre 08h   11h / $APTE$\$GM$ CP Laisse mevo le 15/04  pour reprendre nouveau RDV des TVC fini  $APSM$ Le client doit faire demonter le tuyau de vidange de la machine a lave qui se trouve sur la gtl passage de l'aiguille cote poteaux complexe gaine a moutier enterrer photos en pieces jointes \$GM$ TVC// Obtenu client au 0671011829 le 19/04  a 13:51   RDV repris pour le 05/05 a partir de 10:00  $APHB$\"
"297696773","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Installation FTTH d ja existante ok /DAE JU/Mise jour de box","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"223443438","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp ok/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"299200962","","DMS","/DMS/#PTO_non existante#/Mutation PB 999739 Tube rouge fibre rouge Porte droite t te 1C19 Porte gauche slot 2 A06 Decharge A650986 Passage de jarretiere a la pm pose PTo +150m de c cble souterrain./DAE OK/","","\"
"223630054","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Test ont OK /DAE OK/","","\"
"298074667","","RMF","obtenu clt le 09/05 clt me raccroche au nez $APEP$ $GM$ LO Laisse MEVO le 28/04 pour reprendre nouveau RDV / $APSM$ Tech:CST FTTH IH GOMES 88.3843 Pedro Litige: RF:Reportfournisseur - $GM$ LO Laisse MEVO le 28/04 pour reprendre nouveau RDV / $APSM$","","\\$GM$ LO Laisse MEVO le 28/04 pour reprendre nouveau RDV / $APSM$\"
"297453291","","DMS","/DMS/#PTO_non existante#/Raccordement fa ? ade 50m ok box ok ras/DAE OK/","","\\$GM$ clt obtenu pour reprise de rdv le 04/05 a partir de 13h \"
"223086431","","DMS","/DMS/#PTO_non existante#/Racc aerien pose 50 m c cble fibre plus pose pto au salon a la demande de client tout ok /DAE OK/","","\"
"223513744","","TVC","/TVC/#Le client a des travaux a faire mais ne souhaite pas les realiser#----/Travaux la charge de client le client doit trouver son regard int r t dans le jardin","Prestation experte a realiser","\\"
"299884624","","DMS","/DMS/#PTO_non existante#/Pavillon en airien c cble 1 fo 60 m test ont OK jrtor OK installation des equipements suite a la demande de la cliente /DAE OK/","","\"
"297702338","","DMS","/DMS/#PTO_non existante#/Installation FTTH pavillon en aerien sur 70 m ok /DAE OK/","","\"
"297581322","","DMS","/DMS/#PTO_non existante#/Raccordement aerien  150m de c cble OK  mutation pb car pb hs A655519  mutation porte gzuche car pigtail hs J772127/DAE OK/","","\\$GM$Intervention faite par Berrakem AM/*\"
"299888513","","DMS","/DMS/#PTO_non existante#/Pose jrt a la pm+ mutation pb 659 tube bleu fibre jaune + pose de 90 m de fibre pose pto+test ok /DAE OK/","","\"
"296615310","","DMS","/DMS/#PTO_non existante#/$XXXXXX@XXX.XX$ pavillon aerien 90m/DAE OK/","","\\$GM$ LO  Laisse MEVO au 0643854595 le  26/04  a 11h46 pour reprendre nouveau RDV / $APAF$ \$GM$LO Obtenu clt le 26/04 au 0643854595  repris rdv le 28/04 a partir de 14h $APAN$\"
"297674554","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Installation FTTH appartement d ja existante ok /DAE OK/","","\\$GM$ LO Rendez repris avec le client le 08h a 10h\"
"297454337","","RRC","#obtenu EL KOUT NOLWENN au 0616726550 le 03/05/2023 a 11:20   souhaite annuler le rdv car n a plus besoin de la fibre orange#ND: 0297454337#Mickaelle#","","\"
"298747576","","DMS","/DMS/#PTO_non existante#/Passer jrt au pm Pose 2 portee c cble 1fo Pose pto /DAE JU/Tok","","\$GM$ LO Laisse mevo le 27/04 au  0786283704  pour reprise de rdv $APIL$\$GM$ Obtenu Mme Henry  au 0786283704 le 27/04 a 13h37   repris RDV le 03/05 entre 10h   14h / $APTE$\"
"296945279","","ETU","Mauvaise route optique la bonne route et PB 998424 pm 999602 besoin etude pour changer route optique car pas la meme PM vu avec gtc numero decharge : DC087EP","","\\$GM$ LO Un rdv a ete repris par le technicien pour le 12/04 a partir de  8H $APAB$  Reprise rdv par tel pour mercredi 12 a 8 h\$GM$ DOSTECH /GEM/#LITIGE: GB-Besoin d'un aiguillage complexe#/Blocage gaine  entre le regard qui se situe a la limite de la propriet   priv  e et le poteau. Gaine visible de deux c  t  s mais boucher./DAE NA/Non   ligible au DAE\$GM$ DOSTECH /GEM/#LITIGE: GB-Besoin d'un aiguillage complexe#/Blocage gaine  entre le regard qui se situe a la limite de la propriet   priv  e et le poteau. Gaine visible de deux c  t  s mais boucher./DAE NA/Non   ligible au DAE\$GM$ DOSTECH /GEM/#LITIGE: GB-Besoin d'un aiguillage complexe#/Blocage gaine  entre le regard qui se situe a la limite de la propriet   priv  e et le poteau. Gaine visible de deux c  t  s mais boucher./DAE NA/Non   ligible au DAE\$GM$AI OT EN COURS\\"
"299175548","","DMS","/DMS/#PTO_non existante#/Raccordement ok passage de cable en aerien test delc ok mutation decharge piktel J780433/DAE OK/","","\"
"297780169","","DMS","/DMS/#PTO_non existante#/Tout ok chez client passage de c cble en souterrain 60m passe le client a la prise optique o il le souhaite ras/DAE OK/","","\"
"297684153","","DMS","/DMS/#PTO_existante#-#Malfa on PLP detect e#-#Cheminement#-/TEST DELC OK PM porte client TDI-56-011-KE-01-A2-05 - Ligne : 2 Colonne : 7/54 /DAE OK/","","\"
"299783835","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeubles delc ok branchement de la jarretiere au pm installation conforme /DAE OK/","","\"
"298754729","","DMS","/DMS/#PTO_non existante#/Passage de c cble en souterrain 50m ok pose pto salon ok  test delc ok inter ok /DAE OK/","","\\$GM$ RDV REPRIS AVEC MME LE 02/05 ENTRE 11H ET 14H \$GM$ RDV LE 03/05 ENTRE 11H ET 14H \$GM$  INTERVENTION EN COURS \"
"223630067","","","","",""
"298755037","","DMS","/DMS/#PTO_non existante#/Passage de c cble en souterrain 200m ok  pose pto salon ok test delc ok inter ok /DAE OK/","","\\$GM$ Rdv repris pour le 03/05 entre 13h et 15h attention client a poser un conges a prioriser  \$GM$  INTERVENTION EN COURS\"
"298751846","","DMS","Raccordement pavillon ok. Passage de cable en aerien 120m de cable. Pto installer dans le salon a la demande du client. Valeur pm-19 valeur Pto-20. Test ok ras","","\\$GM$  Obtenu client  au 06a   le 25/04 a   repris RDV le 06/05 de a partir de 08h / $APSP$*\"
"297141646","","RMC","Apres plusieurs relances pas de retour client doit recontacter son OPT // GEM depasser","","\\$GM$ AB Laisse mevo au  le 03/05 pour reprise de rdv $APAF$  client absent // injoignable par telephone ( voir pj ) \"
"223449136","","DMS","$XXXXXX@XXX.XX$ /DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PB 566 Tube bleu fibre rouge ZM-4313-5940 PM slot#4/I1 D charge 134212_03 Internet ok/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"297311959","","ORT","/ORT//Pas de contuinite PM PB Decharge DD071KK Decharge mutation fibre 310491/DAE NA/Non ? ligible au DAE","","\\"
"297670865","","DMS","/DMS/#PTO_non existante#/Farid ok 1fo  50m  FA ADE  PTO posee dans la chambre a la demande de client val pm-18 val pto-20 cqe ok /DAE OK/","","\"
"296414087","","DMS","Installation complete ok construction de prise pto passage du cable en aerien tout fonctionne","27/04/2023#ContactClient#","\"
"299200023","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Route optique ok positions ok delc ok Passage de jarretiere a la jarreti re./DAE OK/","","\"
"298194377","","DMS","/DMS/#PTO_non existante#/Tirage de c cble 100m pose pt tout est ok /DAE OK/","","\"
"297936468","","DMS","/DMS/#PTO_existante#-#Malfa on PLP detect e#-#Cheminement#-/Prise existant ok/DAE OK/","","\"
"297892549","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Apcp ok plp pb00692 tube verte fibre violet pm00458 porte droite t te1 l05 J815817/DAE OK/","","\"
"297581329","","ANN","/ANN-CLI/clte souhaite annule son rdv car elle a deja annulee l offre commerciale avec Orange","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\"
"298201530","","DMS","/DMS/#PTO_non existante#/DAE OK/ Technicien issam intervention aerienne CLEINT ok ont ok","","\\$GM$ LO Laisse mevo le 25/04 au  0659890952  pour reprise de rdv $APIL$\$GM$ Obtenu clt le 26/04 au 0659890952 repris rdv le 29/04 a partir de 10h $APIL$\"
"299540005","","PBC","/PBC//PBC//Pas possibilite d activer la ligne du client car le signal entre la prise optique et le point de branchement a l armoire op rateur signal d grad orange orange doit venir r parer le r seau car immeuble pr -c cbl mutation impossible/DAE NA/Non li","","\\Laisse MEVO le 27/04 pour reprendre nouveau RDV / $APSM$ /GEM/#LITIGE: AB-Client absent#/Apres plusieurs appels de ma part et sans reponse de la cliente  Cliente absente/DAE NA/Non   ligible au DAE\$GM$Obtenu M. Bezier au 0770065758 le 27/04 a 13h54   repris RDV le 02/05 entre 10h   14h / $APTE$\\"
"297676314","","DMS","/DMS/#PTO_non existante#/Intervention termine prise installe dans la chambre a la demande du client passage de cable 30m immeuble /DAE OK/","","\"
"296940573","","DMS","/DMS/#PTO_non existante#/Mute sur PB 8679 tube rouge fibre rouge Porte droite t te 3/E13 Decharge : A663375 Pose PTO Tir 20m de 1fo immeuble /DAE OK/","","\\\$gm$laisse mevo pour fixer rdv//\"
"297085764","","DMS","/DMS/#PTO_non existante#/Passage de c cble en aerien puis par fourreaux pto au tableau de brassage vu avec le client /DAE OK/","","\"
"297780289","","DMS","/DMS/#PTO_non existante#/Farid ok 1fo 100m passage de c cble en aerosouterrain  pto posee dans le salon a la demande de client  Val pm-18  Val pto-20  CQE OK /DAE OK/","","\"
"297781138","","DMS","Passage du cable en fourreau de la pto jusqu au pbo. 70 m MOBI HS","","\\$GM$ clt injoignable   msg laisse pour reprise de rdv     pour le 03/05\"
"299208920","","DMS","/DMS/#PTO_non existante#/Tirage de 60 metre de fibre pose PTO brassage PM /DAE OK/","","\"
"298252163","","DMS","/DMS/#PTO_existante#-#Malfa on PLP detect e#-#Cable non conforme#-/Reprise pto voir photo /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"297242968","","DMS","/DMS/#PTO_non existante#/Passage de c cbles en aerien puis par fourreau Pto au salon /DAE OK/","","\"
"223630092","","DMS","/DMS/#PTO_non existante#/Ok dms raccordement aerien test ko fibre voisin  pourtant pas sur le meme pb ni la meme tete de pm 2 fo 150m/DAE KO/Pas le me tiroir   pas le meme pb","","\"
"297897793","","DMS","/DMS/#PTO_non existante#/Intervention termine prise installer dans local technique a la demande de client passage de c cble 50m en souterrain /DAE OK/","","\"
"298071473","","DMS","/DMS/#PTO_non existante#/Pose pto +tere 100m cable soutirain test client ok installation client ok /DAE ERROR/","","\"
"296942805","","DMS","/DMS/#PTO_non existante#/Mute sur fibre violette Decharge : J840815 Pose PTO Tire 100m de 1fo pavillon a rien /DAE OK/","","\"
"296146062","","DMS","50m de cable pto installe dans le salon delc ok","","\\$GM$ CP  laisse  mevo  au  0632263204 le  03/05  a 16H32 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: AV-Demande autorisation au voisinage#/Le client est locataire a besoin de voir avec le   proprietaire  pour le passage de c cble . /DAE NA/Non   ligible au DAE\$GM$ Obtenu clt le 03/05 au 0296359412 repris rdv le 06/05 a partir de 10h $APIL$\"
"298747594","","RMF","#Litige: RF - Rendez-vous non honore Orange# pas possible d  honorer le rdv la cliente ne veut pas prendre un rdv elle part en vacances elle va revenir le mois de juillet","","\"
"223449552","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp ok/DAE KO/J ai chang le jarretiere au pm et j ai appel orange Matise","","\"
"298072688","","DMS","/DMS/#PTO_non existante#/Tirage de c cble 80m pose pt tout est ok /DAE OK/","","\$GM$ LO Obtenu clt le 27/04 au  0637840428  repris rdv le 02/05 a partir de 14h $APIL$\"
"296738434","","DMS","/DMS/#PTO_non existante#/Installation fibre client deja effectu  pr c demment Livebox fibre fonctionne  raccordement d codeur canal+orange+ordinateur fixe suite au d sagr ment des pr c  dentes intervention/DAE OK/","","\"
"223630178","","DMS","/DMS/#PTO_non existante#/Ok dms raccordement aerien test ok signal ok cim et crioc effectuer Pto et boxe dans la baie de brassage /DAE OK/","","\$GM$ \"
"298755639","","DMS","/DMS/#PTO_non existante#/Passage de cable en Aerien pbFI-29039-000K tube vert fibre rouge porte droite tat3 E1 pto au contre tout est fonctions chez la cliente signal -20 pavillon ok /DAE Ok","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ Laisse MEVO au  0631277546.. le 26/04 a   pour reprendre nouveau RDV / $APSP$\$GM$ Suite rappel client ce jour le 28/04 a 12h24 prise de rdv le 06/05 en marge matin a partir de 10h \"
"298252359","","DMS","Passer la jartierre au pm Poser 50m 1fo avec pto Mutation fait porte gauche tete 1 L02 Nd-j760705","","\\$GM$ LO a reprendre Obtenu clt le 27/04  a   rdv repris pour le 02/05  a partir de 10h $APle$ \"
"296949594","","DMS","/DMS/#PTO_non existante#/passage c cble en souterrain pose prise pto brassage pm test ok /DAE OK/","","\"
"223282234","","RMC","Hors delais. Le client contacte son opt. $APSP$ /GEM//Client absent /DAE NA/Non eligible au DAE","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: LP-Localisation Point de Blocage#-#LITIGE: CP-Travaux sur conduite privative#-/DAE NA/Non eligible au DAEGaine bouche  va faire les travaux \$GM$ Obtenu M. Melin au 0645044062 le 03/05 a 16h10   repris RDV le 13/05 entre 14h   17h / $APTE$\$GM$ RV Laisse mevo le 05/05 a 16h41 sur le 0645044062 pour confirmer RDV au 08/05 a partir de 14h  selon reponse SMS $APSP$ \"
"296418015","","DMS","/DMS/#PTO_non existante#/installation complete ok en aerien Passage c cble au d sir du client Pto au 1ere tage dans le bureau comme l a souhait le client Per age du bureau vers l ext rieur comme convenu avec le client C cble attach et trou rebouch comme convenu avec le client./DAE OK/","","\"
"229004213","","DMS","/DMS/#PTO_non existante#/Poser 30 metres de c cble tout est OK chez le client signal arrive a -23.67 tout est OK /DAE KO/Ok","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ Un rdv a ete repris par le technicien pour le 06/04 a partir de 09h00 $APSP$  Rdv repris le 06 avril 9h\$GM$ TH le client a deja une PTO mais souhaite tirer une deuxieme ligne dans son logement. rendez vous repris avec le client pour le samedi 15 avril a partir de 8h le client n'a de disponibilite que le weekend.  besoin d'un  binome pour effectuer l'installation.\$GM$ Un rdv a ete repris par le technicien pour le 19/04 a partir de 08h00 $APSP$  Pour le 19  Clt deja partie  \Obtenu clt le 19/04  a   rdv repris pour le 29/04  a partir de 10h $APle$ \"
"297690876","","DMS","/DMS/#PTO_non existante#/DAE OK/","","\"
"298929964","","DMS","/DMS/#PTO_non existante#/Passage de c cble en aerosouterrain fa  ade 150m ok  pose pto salon ok test delc ok inter ok /DAE OK/","","\\$GM$ RDV REPRIS AVEC MR LE 09/05 ENTRE 14H ET 17H \$GM$  INTERVENTION EN COURS \"
"297052743","","DMS","/DMS/#PTO_non existante#/Raccordement aerien  50 m de cables  Client   la prise optique la o il a souhaite  crioc  bug /DAE OK/","","\\$GM$ LO  Laisse MEVO au 611939135 le  08/04  a 12H47 pour reprendre nouveau RDV / $APAF$ \$GM$ LO Suite appel client le 11/04 12h45  pris RDV le 2/05 entre  10 et 14h $APMJ$\"
"299348352","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Mise en service OK D charge J778767/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
