"CODE INTERVENTION","No DESIGNATION","No INTERVENTION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"IQLFTH","223443643","22710527","","TVC","RELANCE // Obtenu clt le 29/04  TVC toujours pas faits et na a pas de date prevue  devra recontacter son opt $APIL$ /GEM//Gc bouche c te local technique client va parler avec le propri taire du immeuble pour les travaux et rappellera or","","\\/GEM/#LITIGE: CP-Travaux sur conduite privative#/Gc bouche c  te local technique client va parler avec le propri  taire du immeuble pour les travaux et rappellera orange pour la suite /DAE NA/Non   ligible au DAE\\"
"IQPFTH","297135065","22777664","","DMS","/DMS/#PTO_non existante#/Intervention ok   passage de c cble en aero souterrain pto au tableaux de brassage vu avec le client /DAE OK/","","\"
"IQPFTH","296853274","22777699","","DMS","/DMS/#PTO_non existante#/Installation complete realiser. On en souterrain mais remonter en fa ade. Voit photo . Test ok Passage vu et valider par le client /DAE OK/","","\"
"IQCFTH","298251607","22777722","","DMS","Plp complete ND j835103 /DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/","","\"
"IQPFTH","298637121","22777727","","DMS","/DMS/#PTO_non existante#/passage en aerien client ok /DAE OK/","","\"
"IQLFTH","298252352","22777732","","DMS","/DMS/#PTO_non existante#/Pose jrt au pm pose kit 30 metres avec pto delc ok /DAE OK/","","\\Manque de temps rendez-vous repris pour mercredi 26  a 11h \Rdv reprise vendredi 28 a 13h travaux cilent il va faire le necessaire \"
"IQPFTH","297085716","22777751","","DMS","/DMS/#PTO_non existante#/Installation complete en souterrain /DAE OK/","","\"
"IQPFTH","298753562","22710733","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ $GM$ CP envoye sms le 07/04 pour reprendre nouveau RDV des TVC fini $APSM$ /GEM//Client va faire appel a une entreprise d elagage pour que la fibre puisse tre pa","","\\$GM$ Laisse MEVO au  0677943053.. le 04/04 a   pour reprendre nouveau RDV / $APSP$ /GEM/#LITIGE: AB-Client absent#/client injoignable par tel  phone /DAE NA/Non   ligible au DAE\$GM$ Obtenu M. Vigouroux au 0677943053 le 05/04 a 09h36   repris RDV le 07/04 entre 10h   14h / $APTE$\$GM$ CP envoye sms le 07/04  pour reprendre nouveau RDV des TVC fini  $APSM$  /GEM/#LITIGE: EP-Elagage en domaine privatif#/Client va faire appel a une entreprise d'elagage pour que la fibre puisse   tre pass   sur son terrain/DAE NA/Non   ligible au DAE\\"
"IQPFTH","298477935","22710965","","TVC","Suites a plusieurs relances au 0625162428 client doit contacter son OPT le 29/04 a 10:00 $APJB$ $GM$ Obtenu cliente le 29/03 au xxx . Le clientsouhaite etre contacte afin d avoir plus  infos concernant les travaux a realiser et nous recontactera pour reprendre rdv des travaux fi","","\\$GM$ Obtenu cliente le 29/03 au xxx . Le clientsouhaite etre contacte afin d'avoir plus 'infos concernant  les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSP$ ./GEM/#LITIGE: AG-Pose de gaine#-#Entre 5 et 10 metres#-/Ya blocage chez le client du coup je lui c'est que il doit faire /DA\$GM$$GM$ Obtenu cliente le 29/03 au xxx . Le clientsouhaite etre contacte afin d'avoir plus 'infos concernant  les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSP$ ./GEM/#LITIGE: AG-Pose de gaine#-#Entre 5 et 10 metres#-/Ya blocage chez le client du coup je lui c'est que il doit faire\\"
"IQSFTH","297899045","22778191","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/apcp ok plp ok (photo mutation dans piece jointe)/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQPFTH","296725850","22711078","","DMS","200 metre de cable pose pto dlec ok","","\\$GM$ CP  /GEM/#LITIGE: CP-Travaux sur conduite privative#/Client veut pas avoir c cble sur fa  ade il va poser une gaine par un electricien /DAE NA/Non   ligible au DAE\"
"IQPFTH","296735514","22778266","","DMS","/DMS/#PTO_non existante#/100 mt pose prise optique dlc ok/DAE OK/","","\"
"IQPFTH","297671434","22778304","","DMS","/DMS/#PTO_non existante#/Passage du c cble en fourreau de la pro jusqu au pbo/DAE OK/","","\"
"IQPFTH","296614596","22778313","","DMS","/DMS/#PTO_non existante#/50m de cable en facade./DAE OK/","","\\$GM$  Obtenu client  au 06a   le 06/05 a   repris RDV le 08/05 de a partir de 14h / $APSP$* /GEM/#Litige: RF - Rendez-vous non honore Orange#/Manque de temps  laisser m  mo pour repris rdv/DAE NA/Non   ligible au DAE\"
"IQPFTH","297700997","22778314","","DMS","/DMS/#PTO_non existante#/Mohand ok raccordement pavillon en aerien ok pto pos au salon a la demande du client val pm-17 Val pto-18 delc ok /DAE OK/","","\"
"IQPFTH","297023180","22778326","","DMS","apcp ok installations prise optique  cim ne fonctionne pas","","\"
"IQPFTH","299712457","22778329","","DMS","/DMS/#PTO_non existante#/Ok dms raccordement aerien test ok signal ok 2 fo 200m Pto et boxe dans e dalon/DAE OK/","","\\$GM$ client obtenu par le tech le 28/04/2023  RDV confirme le 29/04/2023 a partir de 11h ke \"
"IQLFTH","299201263","22778331","","DMS","/DMS/#PTO_non existante#/Ont ok pto ok test ok 30m immeuble /DAE OK/ Gaspard et crioc inaccessible","","\"
"IQPFTH","223449248","22778347","","DMS","/DMS/#PTO_non existante#/Raccordement ok passage de cable en aerien ok test delc ok /DAE OK/","","\"
"IQPFTH","297701031","22778352","","DMS","/DMS/#PTO_non existante#/Apcp ok. 1pto posee/DAE OK/","","\"
"IQCFTH","299347211","22778355","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeuble. Installation conforme. Delc ok. Passage de la jarretiere au PMI. PB 08651 tube violet fibre jaune FI-9287-8952 Position bloc brassage A06 vu avec Ihsen D charge J733997 D charge /DAE OK/","","\"
"IQPFTH","297671830","22778359","","DMS","/DMS/#PTO_non existante#/Mohand ok raccordement pavillon en souterrain ok pto pose dans le coffret de t l com a la demande du client val pm-17 Val pto-18 delc ok /DAE OK/","","\"
"IQPFTH","297462337","22778374","","ETU","CAC=Oui#GPS=#DN=#PBR=PT 001023#PBG=#PBD=Chambre#PBT=Rouge#PBF=Rouge#PBC=#PBP=/ETU//PB satur /DAE NA/Non ligible au DAE","","\\"
"IQPFTH","296611719","22778384","","DMS","/DMS/#PTO_non existante#/Pavillon souterrain 50m 1fo pose pto /DAE OK/","","\"
"IQPFTH","223076473","22644127","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon ok passage de c cble souterrain ok Le client m a demande de tirer sur le c cble de l antenne t l car la gaine de ladsl tait bouch  et je l ai remise avec une fisselle et m a dit c est lui qui s occupe de rebrancher /DAE OK/","","\\$GM$ RDV REPRIS AVEC LE CLIENT POUR LE 08/04 A 8H CAR IL DOIT EFFECTUER DES TRAVAUX (INSTALLATION DE GAINE)\$GM$ CP  laisse  mevo  au 06  le  07/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: IC-Installation inaccessible cause client#/DAE NA/Non eligible au DAE Le client va installer une gaine de son garage a chez lui \$GM$ CP Obtenu client au  0610028171 le 19/04 10h20  pris RDV le 28/04 entre 14 et 18h $APMJ$\"
"IQCFTH","297582764","22778387","","DMS","/DMS/#PTO_existante#-#Malfa on PLP detect e#-/PLP OK TROUVER SUR LE PB PT 000765 Racco sauvage D CHARGE A655521/DAE OK/","","\\$GM$ LO  Laisse MEVO au  0618626053 le  25/04  a 17h02 pour reprendre nouveau RDV / $APAF$ \$GM$ RV// Obtenu client au 0663114647 le 25/04  a 17:46  RDV repris pour le 28/04 a partir de 10:00  $APHB$\$GM$ client obtenu le 27/04/2023  RDV confirme le 03/05/2023 a partir de 8h ke (client dispo que le matin) \"
"IQPFTH","297722054","22778397","","DMS","/DMS/#PTO_non existante#/Installation FTTH pavillon en souterrain sur 170 m ok/DAE JU/Mise a jour de box","","\"
"IQLFTH","297899046","22778407","","DMS","/DMS/#PTO_non existante#/Pose pto pose jartiere a la pmz tirage de c cble sur 50 metre pb2611 tube vert fibre violet porte droite t te 3 k05 numero de d charge J784559/DAE OK/","","\"
"IQPFTH","297701143","22778411","","DMS","/DMS/#PTO_non existante#/Intervention termine prise install dans la chambre a la demande du client passage de c cble 150m en souterrain /DAE OK/","","\"
"IQPFTH","299093413","22778418","","DMS","/DMS/#PTO_non existante#/Passage de c cble en souterrain pto pose dans le coins /DAE OK/","","\"
"IQPFTH","296303259","22778429","","DMS","/DMS/#PTO_non existante#/Delc ok Pose 100m de c cble Ligne operationel Pto dans le salon/DAE OK/","","\"
"IQPFTH","297085771","22778444","","DMS","/DMS/#PTO_non existante#/Intervention termine prise installer dans le salon a la demande du client passage de cable 100m en Souterrain /DAE OK/","","\"
"IQPFTH","298194012","22778452","","DMS","/DMS/#PTO_non existante#/Installation complete C cble pose 150m PTO pos ok /DAE OK/","","\"
"IQPFTH","296335397","22778454","","DMS","/DMS/#PTO_non existante#/Passage c cble en sous terrain pose prise PTO au choix de client brassage pm test OK /DAE OK/","","\"
"IQPFTH","297701203","22778455","","DMS","/DMS/#PTO_non existante#/Installation FTTH pavillon en aerien sur 100 m ok/DAE OK/","","\"
"IQLFTH","223282794","22778470","","DMS","/DMS/#PTO_non existante#/Immeuble 30 metre de tirage  le test delc ok. Mutation PB 386 tube rose tiret 2 fibre jaune PM 382 panneau operateur / connecteur 12 T te client bloc 4 connecteur 31 FI-1888-5132 ND J745012 Notre tube bleu qui a pr vu a t satur /DAE OK/","","\"
"IQPFTH","299173793","22711347","","DMS","/DMS/#PTO_non existante#/$XXXXXX@XXX.XX$ toure monofibre 150 m souterrain PTO pose au garages teste DLC OK cliens mais en service PTO pos au garage car le cliens il souhaiter la poser au garage car il veut pas faire ses travaux pour tirer une gaine/DAE OK/","","\\$GM$ CP  laisse  mevo  au 06  le  07/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-/Travaux a la charge de client le client doit pose une gaine ou d  boucher les gaine qui venait du garage     la chambre  cpre c\$GM$ RV Obtenu client le 25/04 a 11h21 sur le 0689662433. Rdv repris pour le 29/04 a partir de 10h. $APSP$\"
"IQPFTH","296854765","22778479","","DMS","/DMS/#PTO_non existante#/100 metre de c cble aerien Fo prise optique dans le salon delc ok /DAE OK/","","\\Manque de temps rendez vous repris avec le client pour le jeudi 27/04 a 8 h00. Client a prioriser \"
"IQPFTH","223373172","22778499","","ORT","Pad continuite entre le pbo a pm","","\\"
"IQPFTH","223304816","22778506","","DMS","/DMS/#PTO_non existante#/Pavillon airo 150m delc ok /DAE OK/","","\"
"IQPFTH","296255867","22778519","","DMS","/DMS/#PTO_non existante#/Pose jrt au PM. Pose 70m 1fo. Pto ok ont ok /DAE OK/","","\\$GM$ LO  Laisse MEVO au 0658162212  le  24/04  a 16H17 pour reprendre nouveau RDV / $APAF$ \$GM$ suite rappel cliente ce jour le 25/04 a 12h47 prise de rdv le 28/04 en marge apres-midi a partir de 14h30\"
"IQPFTH","296550217","22711391","","DMS","/DMS/#PTO_non existante#/C cble passer en aerien Jr poser dans pm test OK pto installer a la demande du client Mutation pb 9787 tube Vert fibre rouge pm t2 d13 d charge A656450/DAE OK/","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: DR-Probleme de Regard#-#LITIGE: DR-Probl  me de Regard#-#LITIGE: CP-Travaux sur conduite privative#-/Blocage chez le client fourreau boucher client va faire le necessaire est reprendre un rdv/DAE NA/Non   ligible au DAE\$GM$ RV Obtenu client le 25/04 a 14h06 rdv repris pour le 03/05 entre 14h et 18h $APCG$\"
"IQPFTH","297701276","22778543","","DMS","/DMS/#PTO_non existante#/apcp ok 1 prise optique installe/DAE OK/","","\"
"IQPFTH","298253567","22778551","","DMS","/DMS/#PTO_non existante#/DAE OK/ Technicien issam intervention aerienne CLEINT ok ont ok","","\"
"IQPFTH","296507662","22778556","","DMS","/DMS/#PTO_non existante#/DAE OK/","","\"
"IQPFTH","298193134","22778559","","DMS","/DMS/#PTO_non existante#/DAE OK/ Technicien issam intervention souterraine CLEINT ok ont ok","","\"
"IQPFTH","223373176","22778561","","ANN","/ANN-CLI/Suite demande orange le 02/05  cloture du dossier cause retractation $APTE$","","\\$GM$ CP  laisse  mevo  au  0613131579 le  25/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: DR-Probleme de Regard#/Regard client introuvable /DAE NA/Non eligible au DAE\\"
"IQPFTH","297051855","22778563","","DMS","/DMS/#PTO_non existante#/Raccordement complet effectue en a rien le client a la prise optique o il le souhaite rien signaler tout est OK pm-18 pto-19 /DAE OK/","","\"
"IQCFTH","296611520","22778580","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Changement jerter dlec ok/DAE OK/","","\"
"IQPFTH","299629726","22711458","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT // GEM depasser","","\\$GM$ AB Un rdv a ete repris par le technicien pour le 06/04 a 08h30 $APSM$  /GEM/#LITIGE: AB-Client absent#/Client absent /DAE NA/Non eligible au DAE\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: DR-Probleme de Regard#/Regard enterre /DAE NA/Non   ligible au DAE\\"
"IQCFTH","298741892","22778592","","DMS","/DMS/#PTO_existante#-/Tout est fonctions chez le client signal -20 plp ok/DAE KO/Ok","","\\$GM$ LO  Laisse MEVO au  0613573911 le  22/04  a 15h20 pour reprendre nouveau RDV / $APAF$ \$GM$ TH Obtenu client le 22/04 a 16h02 sur le 33613573911 . Rdv repris pour le 27/04 a partir de 14h. $APSP$\"
"IQPFTH","298194064","22778602","","DMS","/DMS/#PTO_non existante#/Pose kit 50 aerien/DAE OK/","","\"
"IQPFTH","298755524","22711476","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ Pas d induction entre l arrivee principale et le pb regard intermediaire introuvable Le client doit faire intervenir un electricien pour le cote prive a partir de la on pourra voir pour la partie publi","","\\$GM$ INTERVENTION EN COURS \Pas d'induction entre l'arrivee principale et le pb regard intermediaire introuvable Le client doit faire intervenir un electricien pour le cote prive a partir de la on pourra voir pour la partie publique sachant pas comment elle doit passer leurs fourreaux vers l'exterieur\$GM$Pas d'induction entre l'arrivee principale et le pb regard intermediaire introuvable Le client doit faire intervenir un electricien pour le cote prive a partir de la on pourra voir pour la partie publique sachant pas comment elle doit passer leurs fourreaux vers l'exterieur\\"
"IQPFTH","223302688","22778617","","DMS","/DMS/#PTO_non existante#/PTO pose a la demande de l abonn ok Installation ok passage de c cble en souterrain ok Ont ok /DAE OK/","","\"
"IQSFTH","296940336","22778642","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Brassage pm route optique ok test ok/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$  Obtenu client  au  0783164981 a   le 21/04 a   repris RDV le 27/04 de a partir de 08h / $APSP$*\"
"IQCFTH","299174795","22778643","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Prassage effectu de nouveau pmz Delc ok /DAE OK/","","\"
"IQPFTH","223446239","22711530","","DMS","/DMS/#PTO_non existante#/Installation terminee au soutirane 150 m de c cble pto dans le garage a la demande de client /DAE OK/","","\\$GM$ LO a reprendre Obtenu clt le 25/04  a   rdv repris pour le 02/05  a partir de 10h $APle$ \"
"IQPFTH","297051857","22778659","","DMS","/DMS/#PTO_non existante#/Raccordement complet effectue en a rien le client a la prise optique o il le souhaite rien signaler tout est OK pm-18 pto-19 bug mobi cloture/DAE OK/","","\\$GM$ LO Obtenu Client le 27/04 repris RDV le 02/05  a 10h00 / $APSM$* /GEM/#LITIGE: AB-Client absent#/Le client etait absent. Plusieurs tentatives d'appel mais il est injoignable sur le telephone /DAE NA/Non eligible au DAE\"
"IQPFTH","297701310","22778661","","DMS","/DMS/#PTO_non existante#/Raccordement pavillon ok. Passage de c cble en aerien 70m de cable. Pto installer dans la cuisine a la demande du client. Valeur PM-18 Valeur PTO-19. Test delce ok . Ras/DAE OK/","","\"
"IQPFTH","296507665","22778662","","DMS","/DMS/#PTO_non existante#/Installation complete ok construction de prise pto passage du c cble en aerien tout fonctionne bien -23 pto -22 pm/DAE KO/-23 pto signal conforme pm -22 pm loign ","","\"
"IQPFTH","296613016","22778680","","DMS","/DMS/#PTO_non existante#/Passage c cble en aerien pose prise PTO au choix de client brassage pm test OK /DAE OK/","","\"
"IQPFTH","296302492","22778715","","DMS","/DMS/#PTO_non existante#/DAE ERROR/","","\"
"IQPFTH","298674773","22711615","","","","",""
"IQPFTH","297701695","22778763","","DMS","/DMS/#PTO_non existante#/Mohand ok raccordement pavillon en aerien ok pto pos au salon a la demande du client val pm-17 Val pto-18 delc ok /DAE OK/","","\"
"IQPFTH","298191014","22778764","","ORT","/ORT//Fibre reseau casser avant pb Besoin aussi de poser une gaine cote orange paf ce que le poteau le plus pres est doit passer par le jardin de Voisin qui a refuser et la maison est en retrait /DAE NA/Non eligible au D","","\\"
"IQLFTH","298538003","22778776","","RMF","laisse mevo le 29/04 pour informer client de contacter le 3900 pour reprise de rdv dossier hors delais $APSM$","","\\Besoin binome nacelle adduction facade plus de 6 m rdv repris directement avec le client pour samedi 29 avril\$GM$ INTERVENTION EN COURS EN 29/04 \"
"IQCFTH","299143751","22778780","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeuble. Installation conforme. Delc ok. Passage de la jarretiere au PMI./DAE OK/","","\\$GM$ RV\\Obtenu clt au  0624967197  le 22/04 repris rdv le 05/05 a  partir 10h00 $APEP$\"
"IQPFTH","298191135","22778786","","DMS","/DMS/#PTO_non existante#/Pose c cble aerien Pose pto /DAE KO/Robot HS suite puissance a 21 dB avec photometre technicien et robot marque d faut puissance Tout fonctionne bien chez client","","\"
